CHR,START,STOP,GENE
Chr_14,9007597,9008595,Migut.14G113000.v3.1
Chr_14,9010727,9012046,Migut.14G113100.v3.1
Chr_14,9016708,9017509,Migut.14G113200.v3.1
Chr_14,9020432,9021429,Migut.14G113300.v3.1
Chr_14,9021435,9024587,Migut.14G113400.v3.1
Chr_14,9025522,9031152,Migut.14G113500.v3.1
Chr_14,9031662,9041100,Migut.14G113600.v3.1
Chr_14,9042228,9046759,Migut.14G113700.v3.1
Chr_14,9047219,9051033,Migut.14G113800.v3.1
Chr_14,9055046,9058420,Migut.14G113900.v3.1
Chr_14,9058895,9061646,Migut.14G114000.v3.1
Chr_14,9062603,9067769,Migut.14G114100.v3.1
Chr_14,9072097,9073379,Migut.14G114200.v3.1
Chr_14,9078944,9080365,Migut.14G114300.v3.1
Chr_14,9095045,9096105,Migut.14G114400.v3.1
Chr_14,9106140,9109035,Migut.14G114500.v3.1
Chr_14,9109087,9110403,Migut.14G114600.v3.1
Chr_14,9111223,9116501,Migut.14G114700.v3.1
Chr_14,9117297,9120391,Migut.14G114800.v3.1
Chr_14,9134973,9137752,Migut.14G114900.v3.1
Chr_14,9142507,9144206,Migut.14G115000.v3.1
Chr_14,9146990,9148190,Migut.14G115100.v3.1
Chr_14,9148863,9153241,Migut.14G115200.v3.1
Chr_14,9154984,9160068,Migut.14G115300.v3.1
Chr_14,9164756,9165655,Migut.14G115400.v3.1
Chr_14,9199877,9205600,Migut.14G115500.v3.1
Chr_14,9211441,9213111,Migut.14G115600.v3.1
Chr_14,9214519,9218552,Migut.14G115700.v3.1
Chr_14,9218380,9222134,Migut.14G115800.v3.1
Chr_14,9242578,9245839,Migut.14G115900.v3.1
Chr_14,9260638,9264135,Migut.14G116000.v3.1
Chr_14,9264694,9270301,Migut.14G116100.v3.1
Chr_14,9276987,9279537,Migut.14G116200.v3.1
Chr_14,9283346,9285875,Migut.14G116300.v3.1
Chr_14,9286891,9292444,Migut.14G116400.v3.1
Chr_14,9293207,9295714,Migut.14G116500.v3.1
Chr_14,9297171,9300953,Migut.14G116600.v3.1
Chr_14,9302363,9312903,Migut.14G116700.v3.1
Chr_14,9320566,9322307,Migut.14G116800.v3.1
Chr_14,9328078,9334377,Migut.14G116900.v3.1
Chr_14,9338326,9339819,Migut.14G117000.v3.1
Chr_14,9360286,9363010,Migut.14G117100.v3.1
Chr_14,9363720,9370225,Migut.14G117200.v3.1
Chr_14,9370568,9372998,Migut.14G117300.v3.1
Chr_14,9373204,9376425,Migut.14G117400.v3.1
Chr_14,9376761,9379359,Migut.14G117500.v3.1
Chr_14,9381674,9384134,Migut.14G117600.v3.1
Chr_14,9414317,9417831,Migut.14G117700.v3.1
Chr_14,9424458,9427614,Migut.14G117800.v3.1
Chr_14,9428376,9428916,Migut.14G117900.v3.1
Chr_14,9429560,9433897,Migut.14G118000.v3.1
Chr_14,9434629,9437456,Migut.14G118100.v3.1
Chr_14,9437711,9439124,Migut.14G118200.v3.1
Chr_14,9445015,9446670,Migut.14G118300.v3.1
Chr_14,9447971,9449741,Migut.14G118400.v3.1
Chr_14,9460450,9461695,Migut.14G118500.v3.1
Chr_14,9463742,9464244,Migut.14G118600.v3.1
Chr_14,9466488,9471085,Migut.14G118700.v3.1
Chr_14,9472498,9472821,Migut.14G118800.v3.1
Chr_14,9492335,9493008,Migut.14G118900.v3.1
Chr_14,9494932,9496417,Migut.14G119000.v3.1
Chr_14,9496867,9498914,Migut.14G119100.v3.1
Chr_14,9499956,9503460,Migut.14G119200.v3.1
Chr_14,9505242,9507017,Migut.14G119300.v3.1
Chr_14,9507028,9509155,Migut.14G119400.v3.1
Chr_14,9514625,9515691,Migut.14G119500.v3.1
Chr_14,9517460,9520750,Migut.14G119600.v3.1
Chr_14,9521175,9523186,Migut.14G119700.v3.1
Chr_14,9528228,9528934,Migut.14G119800.v3.1
Chr_14,9529317,9535693,Migut.14G119900.v3.1
Chr_14,9538371,9539368,Migut.14G120000.v3.1
Chr_14,9540694,9546848,Migut.14G120100.v3.1
Chr_14,9548243,9551897,Migut.14G120200.v3.1
Chr_14,9553532,9557400,Migut.14G120300.v3.1
Chr_14,9581016,9583366,Migut.14G120400.v3.1
Chr_14,9584420,9585440,Migut.14G120500.v3.1
Chr_14,9606812,9609490,Migut.14G120600.v3.1
Chr_14,9610151,9611026,Migut.14G120700.v3.1
Chr_14,9612984,9613836,Migut.14G120800.v3.1
Chr_14,9627532,9628353,Migut.14G120900.v3.1
Chr_14,9643923,9645287,Migut.14G121000.v3.1
Chr_14,9647655,9650951,Migut.14G121100.v3.1
Chr_14,9655665,9657383,Migut.14G121200.v3.1
Chr_14,9663860,9674661,Migut.14G121300.v3.1
Chr_14,9674636,9681177,Migut.14G121400.v3.1
Chr_14,9682503,9685286,Migut.14G121500.v3.1
Chr_14,9685330,9686247,Migut.14G121600.v3.1
Chr_14,9693816,9695749,Migut.14G121700.v3.1
Chr_14,9705848,9708410,Migut.14G121800.v3.1
Chr_14,9707563,9710648,Migut.14G121900.v3.1
Chr_14,9713418,9716691,Migut.14G122000.v3.1
Chr_14,9717046,9719121,Migut.14G122100.v3.1
Chr_14,9724044,9725413,Migut.14G122200.v3.1
Chr_14,9725358,9728780,Migut.14G122300.v3.1
Chr_14,9730896,9731678,Migut.14G122400.v3.1
Chr_14,9732467,9738001,Migut.14G122500.v3.1
Chr_14,9746797,9750579,Migut.14G122600.v3.1
Chr_14,9750672,9752857,Migut.14G122700.v3.1
Chr_14,9753115,9757875,Migut.14G122800.v3.1
Chr_14,9758129,9760746,Migut.14G122900.v3.1
Chr_14,9761373,9762048,Migut.14G123000.v3.1
Chr_14,9763829,9764191,Migut.14G123100.v3.1
Chr_14,9766420,9767766,Migut.14G123200.v3.1
Chr_14,9773907,9777936,Migut.14G123300.v3.1
Chr_14,9777956,9783300,Migut.14G123400.v3.1
Chr_14,9793335,9795656,Migut.14G123500.v3.1
Chr_14,9797275,9798891,Migut.14G123600.v3.1
Chr_14,9798894,9800276,Migut.14G123700.v3.1
Chr_14,9800320,9803245,Migut.14G123800.v3.1
Chr_14,9804223,9804597,Migut.14G123900.v3.1
Chr_14,9810682,9811890,Migut.14G124000.v3.1
Chr_14,9811782,9812805,Migut.14G124100.v3.1
Chr_14,9813740,9814630,Migut.14G124200.v3.1
Chr_14,9814914,9818702,Migut.14G124300.v3.1
Chr_14,9820584,9826046,Migut.14G124400.v3.1
Chr_14,9826908,9829706,Migut.14G124500.v3.1
Chr_14,9836073,9841001,Migut.14G124600.v3.1
Chr_14,9841220,9844250,Migut.14G124700.v3.1
Chr_14,9845749,9851420,Migut.14G124800.v3.1
Chr_14,9856739,9859937,Migut.14G124900.v3.1
Chr_14,9859812,9862266,Migut.14G125000.v3.1
Chr_14,9862721,9864690,Migut.14G125100.v3.1
Chr_14,9864833,9865328,Migut.14G125200.v3.1
Chr_14,9866291,9867821,Migut.14G125300.v3.1
Chr_14,9868528,9871222,Migut.14G125400.v3.1
Chr_14,9886558,9889812,Migut.14G125500.v3.1
Chr_14,9892494,9895237,Migut.14G125600.v3.1
Chr_14,9895189,9899903,Migut.14G125700.v3.1
Chr_14,9900013,9902081,Migut.14G125800.v3.1
Chr_14,9902774,9903999,Migut.14G125900.v3.1
Chr_14,9906018,9908289,Migut.14G126000.v3.1
Chr_14,9909319,9919588,Migut.14G126100.v3.1
Chr_14,9927677,9931147,Migut.14G126200.v3.1
Chr_14,9943486,9945785,Migut.14G126300.v3.1
Chr_14,9991208,9994127,Migut.14G126400.v3.1
Chr_14,10014600,10016276,Migut.14G126500.v3.1
Chr_14,10049519,10051897,Migut.14G126600.v3.1
Chr_14,10059659,10062231,Migut.14G126700.v3.1
Chr_14,10102179,10104855,Migut.14G126800.v3.1
Chr_14,10108197,10112013,Migut.14G126900.v3.1
Chr_14,10117394,10126006,Migut.14G127000.v3.1
Chr_14,10142089,10143304,Migut.14G127100.v3.1
Chr_14,10198493,10202411,Migut.14G127200.v3.1
Chr_14,10220976,10230706,Migut.14G127300.v3.1
Chr_14,10285264,10297482,Migut.14G127400.v3.1
Chr_14,10320454,10322995,Migut.14G127500.v3.1
Chr_14,10361504,10373370,Migut.14G127600.v3.1
Chr_14,10444828,10448119,Migut.14G127700.v3.1
Chr_14,10466840,10470626,Migut.14G127800.v3.1
Chr_14,10498066,10501749,Migut.14G127900.v3.1
Chr_14,10516843,10517988,Migut.14G128000.v3.1
Chr_14,10543100,10549344,Migut.14G128100.v3.1
Chr_14,10556492,10559132,Migut.14G128200.v3.1
Chr_14,10597196,10597976,Migut.14G128300.v3.1
Chr_14,10604659,10611125,Migut.14G128400.v3.1
Chr_14,10614667,10615615,Migut.14G128500.v3.1
Chr_14,10616779,10617892,Migut.14G128600.v3.1
Chr_14,10773394,10774960,Migut.14G128700.v3.1
Chr_14,10831825,10833891,Migut.14G128800.v3.1
Chr_14,10836298,10837078,Migut.14G128900.v3.1
Chr_14,10839510,10843319,Migut.14G129000.v3.1
Chr_14,11270360,11273335,Migut.14G129100.v3.1
Chr_14,11316158,11318909,Migut.14G129200.v3.1
Chr_14,11339005,11339475,Migut.14G129300.v3.1
Chr_14,11346039,11348983,Migut.14G129400.v3.1
Chr_14,11354993,11359919,Migut.14G129500.v3.1
Chr_14,11366292,11371453,Migut.14G129600.v3.1
Chr_14,11737791,11740575,Migut.14G129700.v3.1
Chr_14,11773738,11774049,Migut.14G129800.v3.1
Chr_14,11781138,11784856,Migut.14G129900.v3.1
Chr_14,11799662,11804750,Migut.14G130000.v3.1
Chr_14,11810244,11813883,Migut.14G130100.v3.1
Chr_14,11853969,11854645,Migut.14G130200.v3.1
Chr_14,11854680,11857407,Migut.14G130300.v3.1
Chr_14,11861340,11863452,Migut.14G130400.v3.1
Chr_14,11908963,11909556,Migut.14G130500.v3.1
Chr_14,11953332,11954368,Migut.14G130600.v3.1
Chr_14,11997053,11999775,Migut.14G130700.v3.1
Chr_14,12029389,12038210,Migut.14G130800.v3.1
Chr_14,12038843,12041738,Migut.14G130900.v3.1
Chr_14,12053382,12055568,Migut.14G131000.v3.1
Chr_14,12201530,12202450,Migut.14G131100.v3.1
Chr_14,12213963,12220242,Migut.14G131200.v3.1
Chr_14,12233569,12235201,Migut.14G131300.v3.1
Chr_14,12240637,12244798,Migut.14G131400.v3.1
Chr_14,12322806,12325264,Migut.14G131500.v3.1
Chr_14,12325460,12326438,Migut.14G131600.v3.1
Chr_14,12326609,12327432,Migut.14G131700.v3.1
Chr_14,12328070,12330949,Migut.14G131800.v3.1
Chr_14,12348757,12354713,Migut.14G131900.v3.1
Chr_14,12490785,12493588,Migut.14G132000.v3.1
Chr_14,12508965,12511049,Migut.14G132100.v3.1
Chr_14,15265261,15274338,Migut.14G132200.v3.1
Chr_14,15279354,15285584,Migut.14G132300.v3.1
Chr_14,15285855,15288531,Migut.14G132400.v3.1
Chr_14,15288694,15289880,Migut.14G132500.v3.1
Chr_14,15290465,15293527,Migut.14G132600.v3.1
Chr_14,15294226,15295279,Migut.14G132700.v3.1
Chr_14,15307644,15309062,Migut.14G132800.v3.1
Chr_14,15310766,15312964,Migut.14G132900.v3.1
Chr_14,15313357,15314945,Migut.14G133000.v3.1
Chr_14,15321698,15323691,Migut.14G133100.v3.1
Chr_14,15326919,15327717,Migut.14G133200.v3.1
Chr_14,15328143,15332070,Migut.14G133300.v3.1
Chr_14,15332362,15333849,Migut.14G133400.v3.1
Chr_14,15334090,15336649,Migut.14G133500.v3.1
Chr_14,15336988,15338465,Migut.14G133600.v3.1
Chr_14,15338570,15339169,Migut.14G133700.v3.1
Chr_14,15340282,15342858,Migut.14G133800.v3.1
Chr_14,15343482,15345039,Migut.14G133900.v3.1
Chr_14,15345214,15346972,Migut.14G134000.v3.1
Chr_14,15347627,15352043,Migut.14G134100.v3.1
Chr_14,15353078,15353829,Migut.14G134200.v3.1
Chr_14,15359616,15362129,Migut.14G134300.v3.1
Chr_14,15363022,15364976,Migut.14G134400.v3.1
Chr_14,15367324,15369793,Migut.14G134500.v3.1
Chr_14,15370147,15374630,Migut.14G134600.v3.1
Chr_14,15375539,15376775,Migut.14G134700.v3.1
Chr_14,15377131,15378811,Migut.14G134800.v3.1
Chr_14,15379514,15384625,Migut.14G134900.v3.1
Chr_14,15384948,15392793,Migut.14G135000.v3.1
Chr_14,15393187,15396596,Migut.14G135100.v3.1
Chr_14,15398933,15400072,Migut.14G135200.v3.1
Chr_14,15400134,15402242,Migut.14G135300.v3.1
Chr_14,15407999,15411427,Migut.14G135400.v3.1
Chr_14,15412033,15415732,Migut.14G135500.v3.1
Chr_14,15419732,15427248,Migut.14G135600.v3.1
Chr_14,15427174,15430972,Migut.14G135700.v3.1
Chr_14,15432780,15436091,Migut.14G135800.v3.1
Chr_14,15436141,15439058,Migut.14G135900.v3.1
Chr_14,15443095,15445349,Migut.14G136000.v3.1
Chr_14,15446258,15447094,Migut.14G136100.v3.1
Chr_14,15448722,15452647,Migut.14G136200.v3.1
Chr_14,15465992,15470021,Migut.14G136300.v3.1
Chr_14,15470079,15471938,Migut.14G136400.v3.1
Chr_14,15473065,15475626,Migut.14G136500.v3.1
Chr_14,15476842,15477556,Migut.14G136600.v3.1
Chr_14,15478512,15482227,Migut.14G136700.v3.1
Chr_14,15499468,15504975,Migut.14G136800.v3.1
Chr_14,15541365,15545230,Migut.14G136900.v3.1
Chr_14,15545140,15547040,Migut.14G137000.v3.1
Chr_14,15573590,15575320,Migut.14G137100.v3.1
Chr_14,15575507,15576830,Migut.14G137200.v3.1
Chr_14,15577565,15579601,Migut.14G137300.v3.1
Chr_14,15580269,15581229,Migut.14G137400.v3.1
Chr_14,15581910,15586440,Migut.14G137500.v3.1
Chr_14,15590044,15591093,Migut.14G137600.v3.1
Chr_14,15605134,15607748,Migut.14G137700.v3.1
Chr_14,15612654,15613853,Migut.14G137800.v3.1
Chr_14,15613854,15617683,Migut.14G137900.v3.1
Chr_14,15619281,15622493,Migut.14G138000.v3.1
Chr_14,15625009,15632055,Migut.14G138100.v3.1
Chr_14,15632028,15634511,Migut.14G138200.v3.1
Chr_14,15636020,15639564,Migut.14G138300.v3.1
Chr_14,15640757,15642788,Migut.14G138400.v3.1
Chr_14,15642914,15644194,Migut.14G138500.v3.1
Chr_14,15653064,15654158,Migut.14G138600.v3.1
Chr_14,15663628,15664735,Migut.14G138700.v3.1
Chr_14,15666863,15667970,Migut.14G138800.v3.1
Chr_14,15671458,15673574,Migut.14G138900.v3.1
Chr_14,15685080,15687124,Migut.14G139000.v3.1
Chr_14,15690826,15693683,Migut.14G139100.v3.1
Chr_14,15695603,15698350,Migut.14G139200.v3.1
Chr_14,15698670,15702845,Migut.14G139300.v3.1
Chr_14,15706166,15708020,Migut.14G139400.v3.1
Chr_14,15708272,15708760,Migut.14G139500.v3.1
Chr_14,15720316,15723427,Migut.14G139600.v3.1
Chr_14,15723932,15727024,Migut.14G139700.v3.1
Chr_14,15727675,15730268,Migut.14G139800.v3.1
Chr_14,15731823,15735759,Migut.14G139900.v3.1
Chr_14,15737631,15744157,Migut.14G140000.v3.1
Chr_14,15747227,15754120,Migut.14G140100.v3.1
Chr_14,15755511,15762358,Migut.14G140200.v3.1
Chr_14,15762763,15764740,Migut.14G140300.v3.1
Chr_14,15780981,15784948,Migut.14G140400.v3.1
Chr_14,15785146,15789447,Migut.14G140500.v3.1
Chr_14,15797730,15801381,Migut.14G140600.v3.1
Chr_14,15815843,15827974,Migut.14G140700.v3.1
Chr_14,15827975,15830295,Migut.14G140800.v3.1
Chr_14,15831416,15837331,Migut.14G140900.v3.1
Chr_14,15838166,15845898,Migut.14G141000.v3.1
Chr_14,15845892,15847433,Migut.14G141100.v3.1
Chr_14,15848194,15851394,Migut.14G141200.v3.1
Chr_14,15852685,15854063,Migut.14G141300.v3.1
Chr_14,15870342,15874127,Migut.14G141400.v3.1
Chr_14,15873863,15877785,Migut.14G141500.v3.1
Chr_14,15881966,15883960,Migut.14G141600.v3.1
Chr_14,15891249,15893177,Migut.14G141700.v3.1
Chr_14,15892974,15895052,Migut.14G141800.v3.1
Chr_14,15898310,15903673,Migut.14G141900.v3.1
Chr_14,15904324,15908825,Migut.14G142000.v3.1
Chr_14,15907265,15917503,Migut.14G142100.v3.1
Chr_14,15918268,15920448,Migut.14G142200.v3.1
Chr_14,15920852,15922582,Migut.14G142300.v3.1
Chr_14,15923388,15926369,Migut.14G142400.v3.1
Chr_14,15927136,15929054,Migut.14G142500.v3.1
Chr_14,15935489,15939209,Migut.14G142600.v3.1
Chr_14,15939986,15941932,Migut.14G142700.v3.1
Chr_14,15944076,15945838,Migut.14G142800.v3.1
Chr_14,15945672,15948822,Migut.14G142900.v3.1
Chr_14,15955524,15958154,Migut.14G143000.v3.1
Chr_14,15961175,15965168,Migut.14G143100.v3.1
Chr_14,15974164,15979905,Migut.14G143200.v3.1
Chr_14,15983179,15986366,Migut.14G143300.v3.1
Chr_14,15986232,15988569,Migut.14G143400.v3.1
Chr_14,15989567,15991976,Migut.14G143500.v3.1
Chr_14,15994245,15996256,Migut.14G143600.v3.1
Chr_14,15997018,15999758,Migut.14G143700.v3.1
Chr_14,16000359,16004523,Migut.14G143800.v3.1
Chr_14,16005783,16009351,Migut.14G143900.v3.1
Chr_14,16023848,16025733,Migut.14G144000.v3.1
Chr_14,16028642,16030347,Migut.14G144100.v3.1
Chr_14,16031544,16034746,Migut.14G144200.v3.1
Chr_14,16034897,16036914,Migut.14G144300.v3.1
Chr_14,16037649,16040112,Migut.14G144400.v3.1
Chr_14,16054650,16056937,Migut.14G144500.v3.1
Chr_14,16065638,16065817,Migut.14G144600.v3.1
Chr_14,16083435,16086483,Migut.14G144700.v3.1
Chr_14,16098924,16103039,Migut.14G144800.v3.1
Chr_14,16112620,16114111,Migut.14G144900.v3.1
Chr_14,16116201,16118451,Migut.14G145000.v3.1
Chr_14,16118482,16120199,Migut.14G145100.v3.1
Chr_14,16122668,16125744,Migut.14G145200.v3.1
Chr_14,16149930,16154249,Migut.14G145300.v3.1
Chr_14,16154544,16158001,Migut.14G145400.v3.1
Chr_14,16157338,16159722,Migut.14G145500.v3.1
Chr_14,16160445,16164268,Migut.14G145600.v3.1
Chr_14,16165203,16166683,Migut.14G145700.v3.1
Chr_14,16169108,16171630,Migut.14G145800.v3.1
Chr_14,16173571,16176036,Migut.14G145900.v3.1
Chr_14,16176684,16178396,Migut.14G146000.v3.1
Chr_14,16179006,16185010,Migut.14G146100.v3.1
Chr_14,16193323,16195982,Migut.14G146200.v3.1
Chr_14,16202560,16204724,Migut.14G146300.v3.1
Chr_14,16204763,16208373,Migut.14G146400.v3.1
Chr_14,16210777,16213354,Migut.14G146500.v3.1
Chr_14,16213975,16216259,Migut.14G146600.v3.1
Chr_14,16221542,16224899,Migut.14G146700.v3.1
Chr_14,16228167,16228805,Migut.14G146800.v3.1
Chr_14,16230397,16239315,Migut.14G146900.v3.1
Chr_14,16239874,16244701,Migut.14G147000.v3.1
Chr_14,16254904,16258103,Migut.14G147100.v3.1
Chr_14,16268367,16269798,Migut.14G147200.v3.1
Chr_14,16270768,16273884,Migut.14G147300.v3.1
Chr_14,16320481,16322081,Migut.14G147400.v3.1
Chr_14,16336295,16339163,Migut.14G147500.v3.1
Chr_14,16343402,16345370,Migut.14G147600.v3.1
Chr_14,16346096,16346440,Migut.14G147700.v3.1
Chr_14,16350954,16354995,Migut.14G147800.v3.1
Chr_14,16355773,16358205,Migut.14G147900.v3.1
Chr_14,16361105,16363984,Migut.14G148000.v3.1
Chr_14,16363904,16366663,Migut.14G148100.v3.1
Chr_14,16368023,16376502,Migut.14G148200.v3.1
Chr_14,16376019,16377591,Migut.14G148300.v3.1
Chr_14,16378999,16380075,Migut.14G148400.v3.1
Chr_14,16401719,16402384,Migut.14G148500.v3.1
Chr_14,16444884,16446407,Migut.14G148600.v3.1
Chr_14,16446446,16451210,Migut.14G148700.v3.1
Chr_14,16459979,16462028,Migut.14G148800.v3.1
Chr_14,16465012,16465260,Migut.14G148900.v3.1
Chr_14,16465418,16467182,Migut.14G149000.v3.1
Chr_14,16469105,16470988,Migut.14G149100.v3.1
Chr_14,16471078,16472741,Migut.14G149200.v3.1
Chr_14,16472964,16476780,Migut.14G149300.v3.1
Chr_14,16484870,16485489,Migut.14G149400.v3.1
Chr_14,16487716,16491910,Migut.14G149500.v3.1
Chr_14,16492449,16495063,Migut.14G149600.v3.1
Chr_14,16496017,16498084,Migut.14G149700.v3.1
Chr_14,16500642,16502192,Migut.14G149800.v3.1
Chr_14,16502070,16503264,Migut.14G149900.v3.1
Chr_14,16504949,16509062,Migut.14G150000.v3.1
Chr_14,16508967,16510256,Migut.14G150100.v3.1
Chr_14,16514328,16516356,Migut.14G150200.v3.1
Chr_14,16517584,16519486,Migut.14G150300.v3.1
Chr_14,16521231,16527947,Migut.14G150400.v3.1
Chr_14,16528333,16532257,Migut.14G150500.v3.1
Chr_14,16559707,16563201,Migut.14G150600.v3.1
Chr_14,16563485,16565615,Migut.14G150700.v3.1
Chr_14,16566458,16567162,Migut.14G150800.v3.1
Chr_14,16569032,16569719,Migut.14G150900.v3.1
Chr_14,16571276,16572032,Migut.14G151000.v3.1
Chr_14,16572297,16573514,Migut.14G151100.v3.1
Chr_14,16575176,16577597,Migut.14G151200.v3.1
Chr_14,16578471,16579364,Migut.14G151300.v3.1
Chr_14,16579623,16584723,Migut.14G151400.v3.1
Chr_14,16586427,16586885,Migut.14G151500.v3.1
Chr_14,16587253,16591943,Migut.14G151600.v3.1
Chr_14,16592896,16599764,Migut.14G151700.v3.1
Chr_14,16601309,16605126,Migut.14G151800.v3.1
Chr_14,16605187,16608834,Migut.14G151900.v3.1
Chr_14,16634246,16642979,Migut.14G152000.v3.1
Chr_14,16646474,16651815,Migut.14G152100.v3.1
Chr_14,16652034,16654152,Migut.14G152200.v3.1
Chr_14,16657260,16659713,Migut.14G152300.v3.1
Chr_14,16660416,16661656,Migut.14G152400.v3.1
Chr_14,16662203,16664074,Migut.14G152500.v3.1
Chr_14,16664045,16666133,Migut.14G152600.v3.1
Chr_14,16666919,16668685,Migut.14G152700.v3.1
Chr_14,16668769,16670555,Migut.14G152800.v3.1
Chr_14,16671775,16674238,Migut.14G152900.v3.1
Chr_14,16676050,16678787,Migut.14G153000.v3.1
Chr_14,16680365,16681446,Migut.14G153100.v3.1
Chr_14,16682553,16686101,Migut.14G153200.v3.1
Chr_14,16686247,16687729,Migut.14G153300.v3.1
Chr_14,16699316,16702944,Migut.14G153400.v3.1
Chr_14,16706953,16707313,Migut.14G153500.v3.1
Chr_14,16718070,16721134,Migut.14G153600.v3.1
Chr_14,16721966,16725139,Migut.14G153700.v3.1
Chr_14,16725773,16726890,Migut.14G153800.v3.1
Chr_14,16728170,16730410,Migut.14G153900.v3.1
Chr_14,16731089,16735039,Migut.14G154000.v3.1
Chr_14,16737977,16738827,Migut.14G154100.v3.1
Chr_14,16739921,16741671,Migut.14G154200.v3.1
Chr_14,16742465,16746248,Migut.14G154300.v3.1
Chr_14,16751178,16752730,Migut.14G154400.v3.1
Chr_14,16764774,16772874,Migut.14G154500.v3.1
Chr_14,16773453,16778256,Migut.14G154600.v3.1
Chr_14,16778103,16780725,Migut.14G154700.v3.1
Chr_14,16785916,16790111,Migut.14G154800.v3.1
Chr_14,16790803,16791189,Migut.14G154900.v3.1
Chr_14,16791925,16797154,Migut.14G155000.v3.1
Chr_14,16810056,16814162,Migut.14G155100.v3.1
Chr_14,16814460,16828020,Migut.14G155200.v3.1
Chr_14,16828520,16830230,Migut.14G155300.v3.1
Chr_14,16830231,16832825,Migut.14G155400.v3.1
Chr_14,16833716,16835862,Migut.14G155500.v3.1
Chr_14,16838931,16843200,Migut.14G155600.v3.1
Chr_14,16844266,16846198,Migut.14G155700.v3.1
Chr_14,16847078,16849562,Migut.14G155800.v3.1
Chr_14,16850055,16853670,Migut.14G155900.v3.1
Chr_14,16854925,16856420,Migut.14G156000.v3.1
Chr_14,16858972,16859838,Migut.14G156100.v3.1
Chr_14,16861373,16862760,Migut.14G156200.v3.1
Chr_14,16877928,16879608,Migut.14G156300.v3.1
Chr_14,16890326,16893240,Migut.14G156400.v3.1
Chr_14,16896754,16899724,Migut.14G156500.v3.1
Chr_14,16905817,16907386,Migut.14G156600.v3.1
Chr_14,16908566,16909747,Migut.14G156700.v3.1
Chr_14,16911366,16915177,Migut.14G156800.v3.1
Chr_14,16918002,16919564,Migut.14G156900.v3.1
Chr_14,16919947,16926256,Migut.14G157000.v3.1
Chr_14,16946921,16947990,Migut.14G157100.v3.1
Chr_14,16949190,16950859,Migut.14G157200.v3.1
Chr_14,16951871,16956630,Migut.14G157300.v3.1
Chr_14,16957658,16959547,Migut.14G157400.v3.1
Chr_14,16962224,16965429,Migut.14G157500.v3.1
Chr_14,16973378,16975503,Migut.14G157600.v3.1
Chr_14,16976674,16977539,Migut.14G157700.v3.1
Chr_14,16981634,16984521,Migut.14G157800.v3.1
Chr_14,16988839,16990816,Migut.14G157900.v3.1
Chr_14,16991519,16992810,Migut.14G158000.v3.1
Chr_14,16993839,16998145,Migut.14G158100.v3.1
Chr_14,16995574,16996921,Migut.14G158200.v3.1
Chr_14,16998627,16999961,Migut.14G158300.v3.1
Chr_14,17000363,17002941,Migut.14G158400.v3.1
Chr_14,17003347,17007365,Migut.14G158500.v3.1
Chr_14,17020558,17022206,Migut.14G158600.v3.1
Chr_14,17026116,17027816,Migut.14G158700.v3.1
Chr_14,17028289,17030527,Migut.14G158800.v3.1
Chr_14,17031502,17033112,Migut.14G158900.v3.1
Chr_14,17033091,17036731,Migut.14G159000.v3.1
Chr_14,17038392,17050955,Migut.14G159100.v3.1
Chr_14,17050892,17053908,Migut.14G159200.v3.1
Chr_14,17056227,17061747,Migut.14G159300.v3.1
Chr_14,17062510,17065085,Migut.14G159400.v3.1
Chr_14,17078940,17080462,Migut.14G159500.v3.1
Chr_14,17103137,17104082,Migut.14G159600.v3.1
Chr_14,17105372,17108793,Migut.14G159700.v3.1
Chr_14,17113378,17115107,Migut.14G159800.v3.1
Chr_14,17118553,17119505,Migut.14G159900.v3.1
Chr_14,17119995,17122034,Migut.14G160000.v3.1
Chr_14,17124100,17124885,Migut.14G160100.v3.1
Chr_14,17131210,17132912,Migut.14G160200.v3.1
Chr_14,17133011,17134427,Migut.14G160300.v3.1
Chr_14,17135053,17142409,Migut.14G160400.v3.1
Chr_14,17144579,17145127,Migut.14G160500.v3.1
Chr_14,17150100,17150730,Migut.14G160600.v3.1
Chr_14,17154742,17161673,Migut.14G160700.v3.1
Chr_14,17162398,17162980,Migut.14G160800.v3.1
Chr_14,17165906,17168805,Migut.14G160900.v3.1
Chr_14,17168897,17170996,Migut.14G161000.v3.1
Chr_14,17177679,17180487,Migut.14G161100.v3.1
Chr_14,17181059,17181805,Migut.14G161200.v3.1
Chr_14,17182888,17184656,Migut.14G161300.v3.1
Chr_14,17185003,17188863,Migut.14G161400.v3.1
Chr_14,17190613,17191481,Migut.14G161500.v3.1
Chr_14,17193727,17198224,Migut.14G161600.v3.1
Chr_14,17199521,17202728,Migut.14G161700.v3.1
Chr_14,17205486,17207624,Migut.14G161800.v3.1
Chr_14,17213478,17215014,Migut.14G161900.v3.1
Chr_14,17220339,17224604,Migut.14G162000.v3.1
Chr_14,17247197,17251308,Migut.14G162100.v3.1
Chr_14,17308305,17313175,Migut.14G162200.v3.1
Chr_14,17317942,17320514,Migut.14G162300.v3.1
Chr_14,17320863,17323133,Migut.14G162400.v3.1
Chr_14,17332926,17336771,Migut.14G162500.v3.1
Chr_14,17339380,17344769,Migut.14G162600.v3.1
Chr_14,17350595,17353037,Migut.14G162700.v3.1
Chr_14,17362185,17366863,Migut.14G162800.v3.1
