IM62v4,IM767v2,category,stratum,Athal,defline
Migut.11G053500,MgIM767.11G053100,1:1,out,AT1G35190,(1 of 1) PTHR10209:SF868 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN
Migut.11G053600,MgIM767.11G053200,1:1,out,AT3G19950,(1 of 1) PTHR15710:SF208 - E3 UBIQUITIN-PROTEIN LIGASE RING1-LIKE
Migut.11G053700,MgIM767.11G053300,1:1,out,AT3G19950,(1 of 1) PTHR15710:SF208 - E3 UBIQUITIN-PROTEIN LIGASE RING1-LIKE
Migut.11G053800,MgIM767.11G053400,1:1,out,AT3G21600,(1 of 1) PTHR21068:SF36 - SENESCENCE_DEHYDRATION-ASSOCIATED PROTEIN-LIKE PROTEIN
Migut.11G053900,MgIM767.11G053500,1:1,out,AT2G40570,(1 of 1) K15463 - tRNA A64-2'-O-ribosylphosphate transferase [EC:2.4.2.-] (RIT1)
Migut.11G054000,MgIM767.11G053600,1:1,out,AT1G60660,(1 of 1) PTHR19359:SF95 - CYTOCHROME B5 HEME-BINDING DOMAIN-CONTAINING PROTEIN
Migut.11G054100,MgIM767.11G053700,1:1,out,AT2G19880,(1 of 1) 2.4.1.80 - ceramide glucosyltransferase. / UDP-glucose-ceramide glucosyltransferase.
Migut.11G054200,MgIM767.11G053800,1:1,out,AT2G19870,(1 of 1) 2.1.1.185 - 23S rRNA (guanosine(2251)-2'-O)-methyltransferase. / 23S rRNA (guanosine(2251)-2'-O)-methyltransferase.
Migut.11G054300,MgIM767.11G053900,1:1,out,AT2G37410,(1 of 2) K17795 - mitochondrial import inner membrane translocase subunit TIM17 (TIM17)
Migut.11G054400,MgIM767.11G054000,1:1,out,AT2G37410,(1 of 2) K17795 - mitochondrial import inner membrane translocase subunit TIM17 (TIM17)
Migut.11G054500,MgIM767.11G054100,1:1,out,AT5G25930,"(1 of 1) PTHR48056:SF29 - SERINE-THREONINE PROTEIN KINASE, PLANT-TYPE"
Migut.11G054600,MgIM767.11G054200,1:1,out,,(1 of 1) PTHR48205:SF1 - OS01G0742766 PROTEIN
Migut.11G054700,MgIM767.11G054300,1:1,out,AT3G16490,(1 of 3) PTHR32295:SF10 - CALMODULIN-BINDING FAMILY PROTEIN
Migut.11G054800,MgIM767.11G054400,1:1,out,AT5G19730,(1 of 1) PTHR31321:SF57 - PECTINESTERASE 53-RELATED
Migut.11G054900,MgIM767.11G054500,1:1,out,AT4G29380,"(1 of 1) K08333 - phosphoinositide-3-kinase, regulatory subunit 4 (PIK3R4, VPS15)"
Migut.11G055000,MgIM767.11G054600,1:1,out,AT5G56550,(1 of 2) PTHR33172:SF99 - PROTEIN OXIDATIVE STRESS 3
Migut.11G055100,MgIM767.11G054700,1:1,out,AT5G56590,"(1 of 1) PTHR32227:SF88 - GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 12-RELATED"
Migut.11G055200,MgIM767.11G054800,1:1,out,AT2G19760,(1 of 1) PTHR11604:SF45 - PROFILIN-1
Migut.11G055300,MgIM767.11G054900,1:1,out,AT2G19770,(1 of 1) PTHR11604:SF25 - PROFILIN-5
Migut.11G055400,MgIM767.11G055000,1:1,out,AT4G29310,(1 of 1) PTHR31317:SF14 - DUF1005 FAMILY PROTEIN (DUF1005)
Migut.11G055500,MgIM767.11G055100,1:1,out,AT1G52720,(1 of 2) PTHR34198:SF26 - (RAPE) HYPOTHETICAL PROTEIN
Migut.11G055600,MgIM767.11G055200,1:1,out,AT4G29260,(1 of 1) PTHR31284:SF60 - ACID PHOSPHATASE-LIKE PROTEIN
Migut.11G055700,MgIM767.11G055300,1:1,out,AT4G29240,(1 of 1) PTHR32093:SF86 - EXTENSIN-LIKE PROTEIN
Migut.11G055800,MgIM767.11G055400,1:1,out,AT2G35680,(1 of 1) PTHR46274:SF9 - PHOSPHATIDYLGLYCEROPHOSPHATE PHOSPHATASE PTPMT1
Migut.11G055900,MgIM767.11G055500,1:1,out,AT4G29230,(1 of 1) PTHR31079:SF31 - NAC DOMAIN-CONTAINING PROTEIN 75
Migut.11G056000,MgIM767.11G055600,1:1,out,AT1G51980,"(1 of 1) PTHR11851:SF203 - MITOCHONDRIAL-PROCESSING PEPTIDASE SUBUNIT ALPHA-1, MITOCHONDRIAL-RELATED"
Migut.11G056100,MgIM767.11G055700,1:1,out,AT5G47240,(1 of 1) PTHR13994:SF13 - NUCLEOSIDE DIPHOSPHATE-LINKED MOIETY X MOTIF 6
Migut.11G056200,MgIM767.11G055800,1:1,out,AT4G26270,(1 of 1) PTHR45770:SF52 - ATP-DEPENDENT 6-PHOSPHOFRUCTOKINASE 3
Migut.11G056300,MgIM767.11G055900,1:1,out,AT2G19790,(1 of 1) K12403 - AP-4 complex subunit sigma-1 (AP4S1)
Migut.11G056400,MgIM767.11G056000,1:1,out,AT4G29210,(1 of 1) PTHR11686:SF9 - GAMMA-GLUTAMYL TRANSPEPTIDASE
Migut.11G056500,MgIM767.11G056100,1:1,out,AT2G19800,(1 of 1) PTHR12588:SF10 - INOSITOL OXYGENASE 2
Migut.11G056600,MgIM767.11G056200,1:1,out,AT2G19810,(1 of 1) PTHR14493:SF152 - ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 20
Migut.11G056700,MgIM767.11G056300,1:1,out,AT5G57620,(1 of 1) PTHR48000:SF21 - TRANSCRIPTION FACTOR MYB36
Migut.11G056800,MgIM767.11G056400,1:1,out,AT5G24105,(1 of 1) PTHR33374:SF38 - ARABINOGALACTAN PROTEIN 41
Migut.11G056900,MgIM767.11G056500,1:1,out,AT4G29170,(1 of 1) PTHR31398:SF0 - MEIOTIC NUCLEAR DIVISION PROTEIN 1 HOMOLOG
Migut.11G057000,MgIM767.11G056600,1:1,out,AT2G19830,(1 of 1) PTHR22761:SF10 - GH13992P
Migut.11G057100,MgIM767.11G056700,1:1,out,AT1G51760,(1 of 2) PTHR11014:SF169 - IAA-AMINO ACID HYDROLASE ILR1-LIKE 4-RELATED
Migut.11G057200,MgIM767.11G056800,1:1,out,AT2G19750,"(1 of 3) K02983 - small subunit ribosomal protein S30e (RP-S30e, RPS30)"
Migut.11G057300,MgIM767.11G056900,1:1,out,AT4G26240,(1 of 248) IPR036259 - MFS transporter superfamily
Migut.11G057400,MgIM767.11G057000,1:1,out,AT4G29400,(1 of 1) PTHR46737:SF3 - OXIDOREDUCTASE_TRANSITION METAL ION-BINDING PROTEIN (DUF3531)
Migut.11G057500,MgIM767.11G057100,1:1,out,AT4G29420,(1 of 1) PTHR31215:SF23 - OS01G0193500 PROTEIN
Migut.11G057600,MgIM767.11G057200,1:1,out,AT4G31770,(1 of 1) K18328 - lariat debranching enzyme [EC:3.1.-.-] (DBR1)
Migut.11G057700,MgIM767.11G057300,1:1,out,AT4G26220,(1 of 1) 2.1.1.104//2.1.1.68 - caffeoyl-CoA O-methyltransferase. / trans-caffeoyl-CoA 3-O-methyltransferase. // caffeate O-methyltransferase. / caffeate O-methyltransferase.
Migut.11G057800,MgIM767.11G057400,1:1,out,AT2G19710,(1 of 1) PTHR12161:SF87 - REGULATOR OF VPS4 ACTIVITY IN THE MVB PATHWAY PROTEIN
Migut.11G057900,x,IM62+,out,,
Migut.11G058000,MgIM767.11G057500,1:1,out,AT2G19690,(1 of 1) PTHR11716:SF99 - PHOSPHOLIPASE A2-BETA
x,MgIM767.11G057600,IM767+,out,,(1 of 27) 3.1.1.4 - phospholipase A2. / phosphatidylcholine 2-acylhydrolase.
Migut.11G058100,MgIM767.11G057700,1:1,out,AT4G26200,(1 of 1) PTHR43795:SF39 - 1-AMINOCYCLOPROPANE-1-CARBOXYLATE SYNTHASE 7
Migut.11G058200,MgIM767.11G057800,1:1,out,AT4G29520,(1 of 6) IPR008139 - Saposin B type domain
Migut.11G058300,x,IM62+,out,AT1G80920,"(1 of 1) PTHR24074:SF35 - CHAPERONE PROTEIN DNAJ 8, CHLOROPLASTIC"
Migut.11G058400,MgIM767.11G057900,1:1,out,AT3G47580,(1 of 4) PTHR27008:SF526 - (RAPE) HYPOTHETICAL PROTEIN
Migut.11G058500,MgIM767.11G058000,1:1,out,AT4G35740,(1 of 1) PTHR13710:SF157 - ATP-DEPENDENT DNA HELICASE Q-LIKE 3
Migut.11G058600,MgIM767.11G058100,1:1,out,AT2G29660,(1 of 140) IPR013087 - Zinc finger C2H2-type/integrase DNA-binding domain
Migut.11G058700,MgIM767.11G058200,1:1,out,AT5G56750,(1 of 1) PTHR11034:SF56 - GH09802P
Migut.11G058800,MgIM767.11G058300,1:1,out,AT5G56760,(1 of 1) PTHR42811:SF5 - SERINE ACETYLTRANSFERASE-RELATED
x,MgIM767.11G058400,IM767+,out,AT5G56780,(1 of 2) PTHR35133:SF1 - EFFECTOR OF TRANSCRIPTION2-RELATED
Migut.11G058900,MgIM767.11G058500,1:1,out,AT5G56790,(1 of 1) PTHR47989:SF72 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G059000,MgIM767.11G058600,1:1,out,AT5G49710,(1 of 3) IPR027434 - Homing endonuclease
Migut.11G059100,MgIM767.11G058700,1:1,out,AT5G56840,(1 of 1) PTHR44191:SF62 - MYB DOMAIN PROTEIN
Migut.11G059200,MgIM767.11G058800,1:1,out,AT2G19600,(1 of 1) PTHR16254:SF14 - TRANSMEMBRANE AND COILED-COIL DOMAIN-CONTAINING PROTEIN 3
Migut.11G059300,MgIM767.11G058900,1:1,out,AT4G29560,(1 of 1) PTHR32094:SF5 - FANCONI ANEMIA GROUP E PROTEIN
Migut.11G059400,MgIM767.11G059000,1:1,out,AT3G26590,(1 of 3) PTHR11206:SF275 - PROTEIN DETOXIFICATION 29-RELATED
Migut.11G059500,MgIM767.11G059100,1:1,out,AT1G12950,(1 of 1) PTHR11206:SF458 - PROTEIN DETOXIFICATION 31
Migut.11G059600,MgIM767.11G059200,1:1,out,AT3G26590,(1 of 3) PTHR11206:SF275 - PROTEIN DETOXIFICATION 29-RELATED
Migut.11G059700,MgIM767.11G059300,1:1,out,,
Migut.11G059800,MgIM767.11G059400,1:1,out,AT3G26580,(1 of 41) IPR011990//IPR019734 - Tetratricopeptide-like helical domain // Tetratricopeptide repeat
Migut.11G059900,MgIM767.11G059500,1:1,out,AT1G70610,"(1 of 1) PTHR24222:SF64 - ABC TRANSPORTER B FAMILY MEMBER 26, CHLOROPLASTIC"
Migut.11G060000,MgIM767.11G059600,1:1,out,AT1G70620,(1 of 1) PTHR31518:SF3 - ARGININE/SERINE-RICH PROTEIN PNISR
Migut.11G060100,MgIM767.11G059700,1:1,out,AT3G26570,"(1 of 1) K14640 - solute carrier family 20 (sodium-dependent phosphate transporter) (SLC20A, PIT)"
Migut.11G060200,MgIM767.11G059800,1:1,out,,
Migut.11G060300,MgIM767.11G059900,1:1,out,AT1G70630,(1 of 1) PTHR47483:SF1 - BETA-ARABINOFURANOSYLTRANSFERASE RAY1
Migut.11G060400,MgIM767.11G060000,1:1,out,AT5G67360,(1 of 1) PTHR10795:SF469 - SUBTILISIN-LIKE PROTEASE SBT1.7
Migut.11G060500,MgIM767.11G060100,1:1,out,AT5G54165,(1 of 1) PTHR33641:SF16 - AVR9_CF-9 RAPIDLY ELICITED PROTEIN
Migut.11G060600,MgIM767.11G060200,1:1,out,AT1G70640,(1 of 38) PF00564 - PB1 domain (PB1)
Migut.11G060700,MgIM767.11G060300,1:1,out,AT1G12970,(1 of 1) PTHR48051:SF43 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN 47-LIKE PROTEIN
Migut.11G060800,MgIM767.11G060400,1:1,out,AT4G24690,(1 of 1) K17987 - next to BRCA1 gene 1 protein (NBR1)
Migut.11G060900,MgIM767.11G060500,1:1,out,AT5G39390,(1 of 1) PF07714//PF08263 - Protein tyrosine and serine/threonine kinase (PK_Tyr_Ser-Thr) // Leucine rich repeat N-terminal domain (LRRNT_2)
Migut.11G061000,MgIM767.11G060600,1:1,out,AT1G24590,(1 of 1) PTHR31677:SF78 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ESR2
Migut.11G061100,MgIM767.11G060700,1:1,out,AT1G67900,(1 of 2) IPR011333//IPR027356 - POZ domain // NPH3 domain
Migut.11G061200,MgIM767.11G060800,1:1,out,AT1G12990,"(1 of 2) PTHR12224:SF29 - BETA-1,4-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN"
x,MgIM767.11G060850,IM767+,out,AT5G27260,(1 of 1) PTHR47864:SF4 - MYB_SANT-LIKE DNA-BINDING DOMAIN PROTEIN
Migut.11G061300,MgIM767.11G060900,1:1,out,AT1G67856,(1 of 3) K16285 - RING/U-box domain-containing protein (XERICO)
Migut.11G061400,MgIM767.11G061000,1:1,out,AT1G67850,(1 of 1) PTHR31210:SF68 - OS06G0727800 PROTEIN
Migut.11G061500,MgIM767.11G061100,1:1,out,AT1G18770,(1 of 5) PTHR15710:SF237 - F6A14.12 PROTEIN-RELATED
Migut.11G061600,MgIM767.11G061200,1:1,out,AT1G67840,"(1 of 1) PTHR48206:SF1 - CHLOROPLAST SENSOR KINASE, CHLOROPLASTIC"
Migut.11G061700,MgIM767.11G061300,1:1,out,AT3G26430,(1 of 1) PTHR22835:SF117 - ALPHA-L-FUCOSIDASE 3
Migut.11G061800,MgIM767.11G061400,1:1,out,AT1G13020,(1 of 1) PTHR32091:SF29 - EUKARYOTIC TRANSLATION INITIATION FACTOR 4B2
Migut.11G061900,MgIM767.11G061500,1:1,out,AT3G26380,(1 of 1) KOG2366 - Alpha-D-galactosidase (melibiase)
Migut.11G062000,MgIM767.11G061600,1:1,out,AT3G26360,"(1 of 1) K02970 - small subunit ribosomal protein S21 (RP-S21, MRPS21, rpsU)"
Migut.11G062100,MgIM767.11G061700,1:1,out,AT1G13030,"(1 of 1) K13150 - coilin (COIL, CLN80)"
Migut.11G062200,MgIM767.11G061800,1:1,out,AT5G57330,(1 of 1) PTHR11122:SF13 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE
Migut.11G062300,MgIM767.11G061900,1:1,out,AT5G57330,(1 of 1) PTHR11122:SF13 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE
Migut.11G062400,MgIM767.11G062000,1:1,out,AT5G57330,(1 of 1) PTHR11122:SF13 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE
x,MgIM767.11G062100,IM767+,out,AT5G57330,(1 of 1) PTHR11122:SF13 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE
Migut.11G062500,MgIM767.11G062200,1:1,out,AT3G55270,(1 of 1) PTHR46381:SF4 - MKPA PROTEIN
Migut.11G062600,MgIM767.11G062300,1:1,out,AT1G13040,(1 of 7) PTHR47941:SF54 - PPR_LONG DOMAIN-CONTAINING PROTEIN
Migut.11G062700,MgIM767.11G062400,1:1,out,AT3G26350,(1 of 4) PTHR31234:SF42 - LATE EMBRYOGENESIS ABUNDANT (LEA) HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY
Migut.11G062800,MgIM767.11G062500,1:1,out,AT1G24560,(1 of 1) PTHR34937:SF1 - MYOSIN HEAVY CHAIN-RELATED
Migut.11G062900,MgIM767.11G062600,1:1,out,AT1G13120,(1 of 1) K18723 - nucleoporin GLE1 (GLE1)
Migut.11G063000,MgIM767.11G062700,1:1,out,AT3G26620,(1 of 2) PTHR31301:SF120 - LOB DOMAIN-CONTAINING PROTEIN 23-RELATED
Migut.11G063100,MgIM767.11G062800,1:1,out,AT1G13130,(1 of 1) PTHR31263:SF44 - OS04G0481200 PROTEIN
Migut.11G063200,MgIM767.11G062900,1:1,out,AT3G27430,(1 of 2) K02739 - 20S proteasome subunit beta 2 (PSMB7)
Migut.11G063300,MgIM767.11G063000,1:1,out,AT5G63150,(1 of 1) PTHR32035:SF12 - MITOCHONDRIAL MRNA-PROCESSING PROTEIN COX24 C-TERMINAL DOMAIN-CONTAINING PROTEIN
Migut.11G063400,MgIM767.11G063100,1:1,out,AT3G28345,(1 of 5) PTHR24222:SF79 - ABC TRANSPORTER B FAMILY MEMBER 15-LIKE ISOFORM X1
Migut.11G063500,MgIM767.11G063200,1:1,out,AT1G67785,(1 of 1) PTHR37711:SF2 - (RAPE) HYPOTHETICAL PROTEIN
Migut.11G063600,MgIM767.11G063300,1:1,out,AT3G26120,(1 of 2) PTHR23189:SF108 - PROTEIN MEI2
Migut.11G063700,MgIM767.11G063400,1:1,out,AT3G26115,"(1 of 1) PTHR43780:SF7 - D-CYSTEINE DESULFHYDRASE 2, MITOCHONDRIAL"
Migut.11G063800,MgIM767.11G063500,1:1,out,AT1G13160,"(1 of 2) K14856 - protein SDA1 (SDA1, SDAD1)"
Migut.11G063900,MgIM767.11G063600,1:1,out,AT1G13170,(1 of 1) PTHR10972:SF67 - OXYSTEROL-BINDING PROTEIN-RELATED PROTEIN 1D
Migut.11G064000,MgIM767.11G063700,1:1,out,AT1G13180,"(1 of 1) K18584 - actin-related protein 3 (ACTR3, ARP3)"
Migut.11G064100,MgIM767.11G063800,1:1,out,AT1G13190,(1 of 1) PTHR23204:SF10 - F3F19.21 PROTEIN
Migut.11G064200,MgIM767.11G063900,1:1,out,AT1G24510,(1 of 1) K09497 - T-complex protein 1 subunit epsilon (CCT5)
Migut.11G064300,MgIM767.11G064000,1:1,out,AT1G67750,(1 of 1) PTHR31683:SF164 - PECTATE LYASE 5-RELATED
Migut.11G064400,MgIM767.11G064100,1:1,out,AT1G24490,(1 of 1) PTHR12428:SF14 - MITOCHONDRIAL INNER MEMBRANE PROTEIN OXA1L
Migut.11G064500,x,IM62+,out,,
Migut.11G064600,x,IM62+,out,AT3G51150,(1 of 1) PTHR47968:SF3 - KINESIN-LIKE PROTEIN KIN-7G
Migut.11G064700,MgIM767.11G064200,1:1,out,AT1G24480,(1 of 1) PTHR45085:SF2 - F21J9.14
Migut.11G064800,MgIM767.11G064300,1:1,out,AT4G00930,(1 of 8) 2.7.8.7 - holo-[acyl-carrier-protein] synthase. / PPTase.
Migut.11G064900,x,IM62+,out,,
Migut.11G065000,MgIM767.11G064500,1:1,out,AT1G24470,(1 of 1) PTHR43899:SF26 - 3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
Migut.11G065100,MgIM767.11G064400,1:1,out,AT1G24470,(1 of 1) PTHR43899:SF26 - 3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
Migut.11G065200,MgIM767.11G064600,1:1,out,AT3G26085,(1 of 1) PTHR43592:SF7 - CAAX AMINO TERMINAL PROTEASE FAMILY PROTEIN
Migut.11G065300,x,IM62+,out,,
Migut.11G065400,MgIM767.11G064700,1:1,out,AT1G24460,(1 of 1) PTHR43939:SF68 - PH DOMAIN-CONTAINING PROTEIN
Migut.11G065500,MgIM767.11G064800,1:1,out,AT3G48460,"(1 of 1) PTHR22835:SF557 - LIPASE_HYDROLASE FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED"
Migut.11G065600,MgIM767.11G064900,1:1,out,AT1G24440,(1 of 1) PTHR15315:SF35 - F21J9.10
Migut.11G065700,MgIM767.11G065000,1:1,out,AT1G67720,(1 of 1) PTHR45631:SF19 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G065800,MgIM767.11G065100,1:1,out,AT5G01520,(1 of 1) PTHR15315:SF31 - C3HC4 TYPE RING FINGER PROTEIN
Migut.11G065900,MgIM767.11G065200,1:1,out,AT1G67710,(1 of 1) PTHR43874:SF137 - TWO-COMPONENT RESPONSE REGULATOR ARR11
Migut.11G066000,MgIM767.11G065300,1:1,out,AT3G26050,(1 of 1) PTHR47067:SF21 - TPX2 (TARGETING PROTEIN FOR XKLP2) PROTEIN FAMILY
x,MgIM767.11G065400,IM767+,out,AT5G14340,(1 of 1) PTHR47999:SF68 - MYB DOMAIN PROTEIN 40
Migut.11G066100,MgIM767.11G065500,1:1,out,AT1G67700,"(1 of 1) PTHR48191:SF2 - PROTEIN HHL1, CHLOROPLASTIC"
Migut.11G066200,MgIM767.11G065600,1:1,out,AT5G14310,(1 of 1) PTHR23024:SF455 - CARBOXYLESTERASE 16-RELATED
Migut.11G066300,MgIM767.11G065700,1:1,out,AT1G13460,(1 of 1) PTHR10257:SF73 - SERINE_THREONINE PROTEIN PHOSPHATASE 2A 57 KDA REGULATORY SUBUNIT B' THETA ISOFORM
Migut.11G066400,MgIM767.11G065800,1:1,out,AT1G19920,(1 of 1) PTHR11055:SF37 - ATP SULFURYLASE 2
Migut.11G066500,MgIM767.11G065900,1:1,out,AT1G67690,(1 of 1) 3.4.24.16 - neurolysin. / neurotensin endopeptidase.
Migut.11G066600,MgIM767.11G066000,1:1,out,AT3G26000,(1 of 1) PTHR13382:SF22 - F-BOX PROTEIN SKIP14
Migut.11G066700,MgIM767.11G066100,1:1,out,AT1G67670,(1 of 2) PTHR33386.SF1 - F12A21.18-RELATED
Migut.11G066800,MgIM767.11G066200,1:1,out,AT1G67660,(1 of 1) PTHR46609:SF6 - YQAJ DOMAIN-CONTAINING PROTEIN
Migut.11G066900,MgIM767.11G066300,1:1,out,AT1G13450,(1 of 1) PTHR21654:SF110 - TRIHELIX TRANSCRIPTION FACTOR GT-1
Migut.11G067000,MgIM767.11G066400,1:1,out,AT3G25980,(1 of 1) K02537 - mitotic spindle assembly checkpoint protein MAD2 (MAD2)
Migut.11G067100,MgIM767.11G066500,1:1,out,AT3G13080,(1 of 2) PTHR24223:SF181 - ABC TRANSPORTER C FAMILY MEMBER 3-RELATED
Migut.11G067200,MgIM767.11G066600,1:1,out,AT3G04120,(1 of 2) PTHR10836:SF76 - GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE-RELATED
Migut.11G067300,MgIM767.11G066700,1:1,out,AT3G04130,(1 of 3) PTHR47932:SF44 - MIOREX COMPLEX COMPONENT 1
Migut.11G067400,MgIM767.11G066800,1:1,out,AT3G04140,(1 of 1) PTHR24126:SF43 - ANKYRIN REPEAT FAMILY PROTEIN
Migut.11G067500,MgIM767.11G066900,1:1,out,AT1G67640,(1 of 1) PTHR48017:SF250 - LYSINE HISTIDINE TRANSPORTER-LIKE 2
Migut.11G067600,MgIM767.11G067000,1:1,out,AT1G67630,(1 of 1) K02321 - DNA polymerase alpha subunit B (POLA2)
Migut.11G067700,MgIM767.11G067100,1:1,out,AT3G50160,(1 of 8) PTHR31170:SF18 - (WILD MALAYSIAN BANANA) HYPOTHETICAL PROTEIN
Migut.11G067800,MgIM767.11G067200,1:1,out,AT1G24360,(1 of 1) PTHR42879:SF2 - 3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE FABG
Migut.11G067900,MgIM767.11G067300,1:1,out,AT1G27850,"(1 of 1) PTHR31949:SF3 - PROTEIN, PUTATIVE-RELATED"
Migut.11G068000,MgIM767.11G067400,1:1,out,AT1G27880,(1 of 1) K10730 - ATP-dependent DNA helicase Q4 [EC:3.6.4.12] (RECQL4)
Migut.11G068100,MgIM767.11G067500,1:1,out,AT1G67600,(1 of 1) PTHR31446:SF39 - ACID PHOSPHATASE_VANADIUM-DEPENDENT HALOPEROXIDASE-RELATED PROTEIN
Migut.11G068200,MgIM767.11G067600,1:1,out,AT1G24340,"(1 of 1) 1.14.13.20 - 2,4-dichlorophenol 6-monooxygenase. / 2,4-dichlorophenol hydroxylase."
Migut.11G068300,MgIM767.11G067700,1:1,out,AT1G67590,(1 of 1) PTHR31471:SF52 - F12A21.28
Migut.11G068400,MgIM767.11G067800,1:1,out,AT1G67620,(1 of 1) PTHR21043:SF0 - MITOCHONDRIAL ASSEMBLY OF RIBOSOMAL LARGE SUBUNIT PROTEIN 1
Migut.11G068500,MgIM767.11G067900,1:1,out,AT1G67580,(1 of 1) PTHR24056:SF586 - CYCLIN-DEPENDENT KINASE
Migut.11G068600,MgIM767.11G068000,1:1,out,AT5G63380,(1 of 1) PTHR24096:SF251 - 4-COUMARATE--COA LIGASE-LIKE 9
Migut.11G068700,MgIM767.11G068100,1:1,out,AT1G67560,(1 of 1) PTHR11771:SF153 - LIPOXYGENASE DOMAIN-CONTAINING PROTEIN
Migut.11G068800,MgIM767.11G068200,1:1,out,AT1G67550,(1 of 1) 3.5.1.5 - urease. / urease.
Migut.11G068900,MgIM767.11G068300,1:1,out,AT5G43230,(1 of 1) PTHR31344:SF13 - EEIG1_EHBP1 PROTEIN AMINO-TERMINAL DOMAIN PROTEIN
Migut.11G069000,MgIM767.11G068400,1:1,out,AT1G67540,
Migut.11G069100,MgIM767.11G068500,1:1,out,AT1G27910,(1 of 1) PTHR23315:SF306 - U-BOX DOMAIN-CONTAINING PROTEIN 45
Migut.11G069200,MgIM767.11G068600,1:1,out,AT1G72370,(1 of 1) PTHR11489:SF30 - 40S RIBOSOMAL PROTEIN SA-1
Migut.11G069300,MgIM767.11G068700,1:1,out,AT1G67490,(1 of 2) 3.2.1.106//3.2.1.20 - mannosyl-oligosaccharide glucosidase. / processing A-glucosidase I. // alpha-glucosidase. / maltase-glucoamylase.
Migut.11G069400,MgIM767.11G068800,1:1,out,AT1G24310,"(1 of 1) K14308 - nuclear pore complex protein Nup54 (NUP54, NUP57)"
Migut.11G069500,MgIM767.11G068900,1:1,out,AT1G67480,(1 of 2) PTHR46344:SF1 - OS02G0504900 PROTEIN
x,MgIM767.11G069000,IM767+,out,AT5G67300,(1 of 1) PTHR45614:SF287 - TRANSCRIPTION FACTOR MYB44
Migut.11G069600,MgIM767.11G069100,1:1,out,AT2G22425,(1 of 1) PTHR13202:SF4 - SIGNAL PEPTIDASE COMPLEX SUBUNIT 1
Migut.11G069700,MgIM767.11G069200,1:1,out,AT1G67430,(1 of 1) PTHR11593:SF10 - 60S RIBOSOMAL PROTEIN L17
Migut.11G069800,MgIM767.11G069300,1:1,out,AT2G44300,(1 of 2) PTHR33044:SF94 - NON-SPECIFIC LIPID TRANSFER PROTEIN GPI-ANCHORED 13-RELATED
Migut.11G069900,MgIM767.11G069400,1:1,out,AT1G67410,"(1 of 27) 2.4.2.41 - xylogalacturonan beta-1,3-xylosyltransferase. / xylogalacturonan xylosyltransferase."
Migut.11G070000,MgIM767.11G069500,1:1,out,AT1G67980,(1 of 2) PTHR10509:SF34 - TAPETUM-SPECIFIC METHYLTRANSFERASE 1
Migut.11G070100,MgIM767.11G069600,1:1,out,AT1G67980,(1 of 2) PTHR10509:SF34 - TAPETUM-SPECIFIC METHYLTRANSFERASE 1
Migut.11G070200,x,IM62+,out,AT5G14150,(1 of 1) PTHR31265:SF28 - EMB|CAB87702.1
Migut.11G070300,MgIM767.11G069700,1:1,out,AT5G14150,(1 of 1) PTHR31265:SF28 - EMB|CAB87702.1
Migut.11G070400,MgIM767.11G069800,1:1,out,AT3G18485,
Migut.11G070500,MgIM767.11G069900,1:1,out,AT5G14150,(1 of 1) PTHR31265:SF28 - EMB|CAB87702.1
Migut.11G070600,MgIM767.11G070000,1:1,out,AT5G14150,(1 of 1) PTHR31265:SF28 - EMB|CAB87702.1
Migut.11G070700,MgIM767.11G070100,1:1,out,AT1G27920,(1 of 1) PTHR19321:SF3 - 65-KDA MICROTUBULE-ASSOCIATED PROTEIN 8
Migut.11G070800,MgIM767.11G070200,1:1,out,AT5G43250,"(1 of 1) PTHR10252:SF153 - NUCLEAR FACTOR Y, SUBUNIT C13"
Migut.11G070900,MgIM767.11G070300,1:1,out,AT3G27100,"(1 of 1) K11368 - enhancer of yellow 2 transcription factor (ENY2, DC6, SUS1)"
Migut.11G071000,MgIM767.11G070400,1:1,out,AT1G13710,(1 of 1) 1.14.13.190 - ferruginol synthase. / miltiradiene oxidase.
Migut.11G071100,MgIM767.11G070500,1:1,out,AT5G11860,(1 of 1) K17616 - CTD small phosphatase-like protein 2 [EC:3.1.3.-] (CTDSPL2)
